TokenID,Species,Equipment,Realm,Curse,Name,Story,Rarity,Synergy,SpeciesID,ItemID,BackgroundID,EffectID,OriginalEffectID
6069,Frankenstein,Wine,Void,Blizzard,"Void Stitched Horror #6069","At existence's edge, this creation defies nature as frozen winds tear reality.",Legendary,"",2,5,5,7,7
6070,Mummy,Shield,Abyss,Bats,"Ancient Guard #6070","From the endless void, this guardian endures eternally commanding nightborn servants.",Common,"",7,2,1,4,4
6071,Goblin,Amulet,Inferno,Mind Blast,"Infernal Shadow Gremlin #6071","Within eternal flames, the goblin plots mischief its screams shatter sanity.",Common,"",1,9,6,1,1
6072,Vampire,Wine,Decay,Burning,"Blood Sommelier","A refined predator who has transcended mere survival. This vampire has cultivated an exquisite palate for the finest vintages.",Uncommon,"Blood Sommelier",6,5,2,8,8
6073,Werewolf,Shield,Ragnarok,Poisoning,"Last Moon Stalker #6073","As the world ends, the beast stalks with primal fury leaving toxic death behind.",Uncommon,"",0,2,8,5,5
6074,Zombie,Amulet,Corruption,Confusion,"Corrupted Cursed Corpse #6074","Where reality breaks, the cursed corpse shambles onward spreading fractured chaos.",Uncommon,"",5,9,3,2,2
6075,Skeleton,Wine,Shadow,Brain Wash,"Hollow One #6075","In shadow's reach, ancient bones clutch their relics enslaving minds with madness.",Rare,"",9,5,9,9,9
6076,Dragon,Shield,Void,Lightning,"Void Scale Guardian #6076","At existence's edge, this terror hoards cursed treasures beneath electric fury.",Epic,"",4,2,5,6,6
6077,Skeleton,Amulet,Bloodmoon,Meteor,"Crimson Hollow One #6077","Under the crimson gaze, ancient bones clutch their relics while heavens rain destruction.",Common,"",9,9,0,3,3
6078,Demon,Scythe,Inferno,Seizure,"Infernal Fiend Lord #6078","Within eternal flames, the infernal lord reigns causing reality to convulse.",Common,"",3,6,6,0,0
6079,Succubus,Shield,Decay,Blizzard,"Soul Temptress #6079","In rotting wastelands, the temptress ensnares souls as frozen winds tear reality.",Common,"",8,2,2,7,7
6080,Frankenstein,Amulet,Frost,Bats,"Frozen Stitched Horror #6080","In frozen wastes, this creation defies nature commanding nightborn servants.",Uncommon,"",2,9,7,4,4
6081,Mummy,Scythe,Corruption,Mind Blast,"Corrupted Ancient Guard #6081","Where reality breaks, this guardian endures eternally its screams shatter sanity.",Uncommon,"",7,6,3,1,1
6082,Goblin,Shield,Shadow,Burning,"Tribal Guard #6082","In shadow's reach, the goblin plots mischief while flames consume endlessly.",Uncommon,"",1,2,9,8,8
6083,Vampire,Head,Venom,Poisoning,"Toxic Miasma","A poisonous fog that corrupts all it touches.",Epic,"Toxic Miasma",6,9,4,5,5
6084,Goblin,Scythe,Bloodmoon,Confusion,"Crimson Shadow Gremlin #6084","Under the crimson gaze, the goblin plots mischief spreading fractured chaos.",Epic,"",1,6,0,2,2
6085,Zombie,Shield,Inferno,Brain Wash,"Infernal Shambling Dead #6085","Within eternal flames, this corpse shambles onward enslaving minds with madness.",Common,"",5,2,6,9,9
6086,Werewolf,Head,Abyss,Lightning,"The Alpha's Trophy","What appears to be a simple crown is revealed as the severed head of the previous pack leader.",Uncommon,"The Alpha's Trophy",0,9,1,6,6
6087,Dragon,Scythe,Frost,Meteor,"Frozen Ancient Wyrm #6087","In frozen wastes, this terror hoards cursed treasures while heavens rain destruction.",Common,"",4,6,7,3,3
6088,Skeleton,Poison,Corruption,Seizure,"Corrupted Hollow One #6088","Where reality breaks, ancient bones clutch their relics causing reality to convulse.",Uncommon,"",9,3,3,0,0
6089,Demon,Amulet,Ragnarok,Blizzard,"Last Fiend Lord #6089","As the world ends, the infernal lord reigns as frozen winds tear reality.",Uncommon,"",3,9,8,7,7
6090,Succubus,Scythe,Venom,Bats,"Soul Temptress #6090","In toxic mists, the temptress ensnares souls commanding nightborn servants.",Rare,"",8,6,4,4,4
6091,Demon,Poison,Bloodmoon,Mind Blast,"Crimson Fiend Lord #6091","Under the crimson gaze, the infernal lord reigns its screams shatter sanity.",Rare,"",3,3,0,1,1
6092,Mummy,Amulet,Void,Burning,"Void Ancient Guard #6092","At existence's edge, this guardian endures eternally while flames consume endlessly.",Legendary,"",7,9,5,8,8
6093,Frankenstein,Scythe,Abyss,Poisoning,"Stitched Horror #6093","From the endless void, this creation defies nature leaving toxic death behind.",Common,"",2,6,1,5,5
6094,Vampire,Poison,Frost,Confusion,"Frozen Eternal Hunter #6094","In frozen wastes, this nightwalker hunts eternally spreading fractured chaos.",Common,"",6,3,7,2,2
6095,Goblin,Amulet,Decay,Brain Wash,"Shadow Gremlin #6095","In rotting wastelands, the goblin plots mischief enslaving minds with madness.",Common,"",1,9,2,9,9
6096,Zombie,Scythe,Ragnarok,Lightning,"Last Shambling Dead #6096","As the world ends, this corpse shambles onward beneath electric fury.",Uncommon,"",5,6,8,6,6
6097,Werewolf,Poison,Venom,Meteor,"Moon Stalker #6097","In toxic mists, the beast stalks with primal fury while heavens rain destruction.",Uncommon,"",0,3,4,3,3
6098,Zombie,Crown,Bloodmoon,Seizure,"Crimson Shambling Dead #6098","Under the crimson gaze, this corpse shambles onward causing reality to convulse.",Rare,"",5,0,0,0,0
6099,Skeleton,Scythe,Void,Blizzard,"Death's Herald","The original harbinger of doom. This skeletal reaper has collected souls since the dawn of mortality itself.",Legendary,"Death's Herald",9,6,5,7,7
6100,Dragon,Poison,Abyss,Bats,"Ancient Wyrm #6100","From the endless void, this terror hoards cursed treasures commanding nightborn servants.",Common,"",4,3,1,4,4
6101,Succubus,Crown,Frost,Mind Blast,"Frozen Soul Temptress #6101","In frozen wastes, the temptress ensnares souls its screams shatter sanity.",Common,"",8,0,7,1,1
6102,Demon,Scythe,Decay,Burning,"Fiend Lord #6102","In rotting wastelands, the infernal lord reigns while flames consume endlessly.",Common,"",3,6,2,8,8
6103,Mummy,Poison,Ragnarok,Poisoning,"Last Ancient Guard #6103","As the world ends, this guardian endures eternally leaving toxic death behind.",Common,"",7,3,8,5,5
6104,Frankenstein,Crown,Venom,Confusion,"Stitched Horror #6104","In toxic mists, this creation defies nature spreading fractured chaos.",Uncommon,"",2,0,4,2,2
6105,Vampire,Scythe,Shadow,Brain Wash,"Eternal Hunter #6105","In shadow's reach, this nightwalker hunts eternally enslaving minds with madness.",Uncommon,"",6,6,9,9,9
6106,Goblin,Poison,Void,Lightning,"Void Shadow Gremlin #6106","At existence's edge, the goblin plots mischief beneath electric fury.",Rare,"",1,3,5,6,6
6107,Vampire,Crown,Abyss,Meteor,"Night King #6107","From the endless void, the night king commands darkness while heavens rain destruction.",Epic,"",6,0,1,3,3
6108,Werewolf,Staff,Inferno,Seizure,"Infernal Moon Stalker #6108","Within eternal flames, the beast stalks with primal fury causing reality to convulse.",Common,"",0,7,6,0,0
6109,Zombie,Poison,Decay,Blizzard,"Plague Walker #6109","In rotting wastelands, the plague walker spreads infection as frozen winds tear reality.",Common,"",5,3,2,7,7
6110,Skeleton,Crown,Ragnarok,Bats,"Last Hollow One #6110","As the world ends, ancient bones clutch their relics commanding nightborn servants.",Common,"",9,0,8,4,4
6111,Dragon,Staff,Corruption,Mind Blast,"Corrupted Ancient Wyrm #6111","Where reality breaks, this terror hoards cursed treasures its screams shatter sanity.",Uncommon,"",4,7,3,1,1
6112,Succubus,Poison,Shadow,Burning,"Soul Temptress #6112","In shadow's reach, the temptress ensnares souls while flames consume endlessly.",Uncommon,"",8,3,9,8,8
6113,Demon,Crown,Void,Poisoning,"Void Fiend Lord #6113","At existence's edge, the infernal lord reigns leaving toxic death behind.",Uncommon,"",3,0,5,5,5
6114,Succubus,Staff,Bloodmoon,Confusion,"Crimson Dream Weaver #6114","Under the crimson gaze, the temptress ensnares souls spreading fractured chaos.",Rare,"",8,7,0,2,2
6115,Frankenstein,Poison,Inferno,Brain Wash,"Infernal Toxic Creation #6115","Within eternal flames, this creation defies nature enslaving minds with madness.",Legendary,"",2,3,6,9,9
6116,Mummy,Crown,Decay,Lightning,"Ancient Guard #6116","In rotting wastelands, this guardian endures eternally beneath electric fury.",Common,"",7,0,2,6,6
6117,Goblin,Staff,Frost,Meteor,"Frozen Shadow Gremlin #6117","In frozen wastes, the goblin plots mischief while heavens rain destruction.",Common,"",1,7,7,3,3
6118,Vampire,Torch,Corruption,Seizure,"Corrupted Eternal Hunter #6118","Where reality breaks, this nightwalker hunts eternally causing reality to convulse.",Common,"",6,4,3,0,0
6119,Werewolf,Crown,Shadow,Blizzard,"Moon Stalker #6119","In shadow's reach, the beast stalks with primal fury as frozen winds tear reality.",Uncommon,"",0,0,9,7,7
6120,Zombie,Staff,Venom,Bats,"Shambling Dead #6120","In toxic mists, this corpse shambles onward commanding nightborn servants.",Uncommon,"",5,7,4,4,4
6121,Werewolf,Torch,Bloodmoon,Mind Blast,"Crimson Moon Stalker #6121","Under the crimson gaze, the beast stalks with primal fury its screams shatter sanity.",Rare,"",0,4,0,1,1
6122,Dragon,Crown,Inferno,Burning,"Eternal Flame","Fire that burns without fuel, consuming reality itself.",Legendary,"Eternal Flame",4,0,6,8,8
6123,Skeleton,Staff,Abyss,Poisoning,"Hollow One #6123","From the endless void, ancient bones clutch their relics leaving toxic death behind.",Legendary,"",9,7,1,5,5
6124,Demon,Torch,Frost,Confusion,"Frozen Flame Bearer #6124","In frozen wastes, the hellspawn lights perdition's path spreading fractured chaos.",Common,"",3,4,7,2,2
6125,Succubus,Crown,Corruption,Brain Wash,"Corrupted Soul Temptress #6125","Where reality breaks, the temptress ensnares souls enslaving minds with madness.",Common,"",8,0,3,9,9
6126,Frankenstein,Staff,Ragnarok,Lightning,"Last Stitched Horror #6126","As the world ends, this creation defies nature beneath electric fury.",Common,"",2,7,8,6,6
6127,Mummy,Torch,Venom,Meteor,"Ancient Guard #6127","In toxic mists, this guardian endures eternally while heavens rain destruction.",Uncommon,"",7,4,4,3,3
6128,Frankenstein,Sword,Bloodmoon,Seizure,"Crimson Stitched Horror #6128","Under the crimson gaze, this creation defies nature causing reality to convulse.",Uncommon,"",2,1,0,0,0
6129,Vampire,Staff,Void,Blizzard,"Void Eternal Hunter #6129","At existence's edge, this nightwalker hunts eternally as frozen winds tear reality.",Rare,"",6,7,5,7,7
6130,Goblin,Torch,Abyss,Bats,"Shadow Gremlin #6130","From the endless void, the goblin plots mischief commanding nightborn servants.",Epic,"",1,4,1,4,4
6131,Zombie,Sword,Frost,Mind Blast,"Frozen Shambling Dead #6131","In frozen wastes, this corpse shambles onward its screams shatter sanity.",Common,"",5,1,7,1,1
6132,Werewolf,Staff,Decay,Burning,"Moon Stalker #6132","In rotting wastelands, the beast stalks with primal fury while flames consume endlessly.",Common,"",0,7,2,8,8
6133,Dragon,Torch,Ragnarok,Poisoning,"Last Ancient Wyrm #6133","As the world ends, this terror hoards cursed treasures leaving toxic death behind.",Common,"",4,4,8,5,5
6134,Skeleton,Sword,Venom,Confusion,"Hollow One #6134","In toxic mists, ancient bones clutch their relics spreading fractured chaos.",Uncommon,"",9,1,4,2,2
6135,Demon,Staff,Shadow,Brain Wash,"Fiend Lord #6135","In shadow's reach, the infernal lord reigns enslaving minds with madness.",Uncommon,"",3,7,9,9,9
6136,Succubus,Torch,Void,Lightning,"Void Soul Temptress #6136","At existence's edge, the temptress ensnares souls beneath electric fury.",Uncommon,"",8,4,5,6,6
6137,Demon,Sword,Abyss,Meteor,"Hell Blade #6137","From the endless void, this fiend wields torment while heavens rain destruction.",Rare,"",3,1,1,3,3
6138,Mummy,Shoulder,Inferno,Seizure,"Infernal Ancient Guard #6138","Within eternal flames, this guardian endures eternally causing reality to convulse.",Epic,"",7,8,6,0,0
6139,Frankenstein,Torch,Decay,Blizzard,"Stitched Horror #6139","In rotting wastelands, this creation defies nature as frozen winds tear reality.",Common,"",2,4,2,7,7
6140,Vampire,Sword,Ragnarok,Bats,"Last Eternal Hunter #6140","As the world ends, this nightwalker hunts eternally commanding nightborn servants.",Common,"",6,1,8,4,4
6141,Goblin,Shoulder,Corruption,Mind Blast,"Corrupted Shadow Gremlin #6141","Where reality breaks, the goblin plots mischief its screams shatter sanity.",Common,"",1,8,3,1,1
6142,Zombie,Torch,Shadow,Burning,"Shambling Dead #6142","In shadow's reach, this corpse shambles onward while flames consume endlessly.",Uncommon,"",5,4,9,8,8
6143,Werewolf,Sword,Void,Poisoning,"Void Moon Stalker #6143","At existence's edge, the beast stalks with primal fury leaving toxic death behind.",Uncommon,"",0,1,5,5,5
6144,Zombie,Shoulder,Bloodmoon,Confusion,"Crimson Shambling Dead #6144","Under the crimson gaze, this corpse shambles onward spreading fractured chaos.",Rare,"",5,8,0,2,2
6145,Skeleton,Torch,Inferno,Brain Wash,"Infernal Hollow One #6145","Within eternal flames, ancient bones clutch their relics enslaving minds with madness.",Epic,"",9,4,6,9,9
6146,Dragon,Sword,Decay,Lightning,"Wyrm Knight #6146","In rotting wastelands, the drake wields dragonfire steel beneath electric fury.",Legendary,"",4,1,2,6,6
6147,Succubus,Shoulder,Frost,Meteor,"Frozen Soul Temptress #6147","In frozen wastes, the temptress ensnares souls while heavens rain destruction.",Common,"",8,8,7,3,3
6148,Demon,Wine,Corruption,Seizure,"Corrupted Fiend Lord #6148","Where reality breaks, the infernal lord reigns causing reality to convulse.",Common,"",3,5,3,0,0
6149,Mummy,Sword,Shadow,Blizzard,"Desert Warrior #6149","In shadow's reach, the desert warrior stands eternal as frozen winds tear reality.",Common,"",7,1,9,7,7
6150,Frankenstein,Arm,Venom,Bats,"The Collector","The shoulder armor is actually a collection of harvested arms, still twitching with unnatural life.",Rare,"The Collector",2,8,4,4,4
6151,Mummy,Wine,Bloodmoon,Mind Blast,"Crimson Ancient Guard #6151","Under the crimson gaze, this guardian endures eternally its screams shatter sanity.",Uncommon,"",7,5,0,1,1
6152,Goblin,Sword,Inferno,Burning,"Eternal Flame","Fire that burns without fuel, consuming reality itself.",Epic,"Eternal Flame",1,1,6,8,8
6153,Vampire,Shoulder,Abyss,Poisoning,"Eternal Hunter #6153","From the endless void, this nightwalker hunts eternally leaving toxic death behind.",Epic,"",6,8,1,5,5
6154,Werewolf,Wine,Frost,Confusion,"Frozen Moon Stalker #6154","In frozen wastes, the beast stalks with primal fury spreading fractured chaos.",Common,"",0,5,7,2,2
6155,Zombie,Sword,Corruption,Brain Wash,"Corrupted Shambling Dead #6155","Where reality breaks, this corpse shambles onward enslaving minds with madness.",Common,"",5,1,3,9,9
6156,Skeleton,Shoulder,Ragnarok,Lightning,"Last Hollow One #6156","As the world ends, ancient bones clutch their relics beneath electric fury.",Common,"",9,8,8,6,6
6157,Dragon,Wine,Venom,Meteor,"Ancient Wyrm #6157","In toxic mists, this terror hoards cursed treasures while heavens rain destruction.",Uncommon,"",4,5,4,3,3
6158,Skeleton,Shield,Bloodmoon,Seizure,"Crimson Undead Sentinel #6158","Under the crimson gaze, the undead sentinel stands watch causing reality to convulse.",Uncommon,"",9,2,0,0,0
6159,Demon,Shoulder,Void,Blizzard,"Void Fiend Lord #6159","At existence's edge, the infernal lord reigns as frozen winds tear reality.",Uncommon,"",3,8,5,7,7
6160,Succubus,Wine,Abyss,Bats,"Desire Maiden #6160","From the endless void, the temptress ensnares souls commanding nightborn servants.",Rare,"",8,5,1,4,4
6161,Frankenstein,Shield,Frost,Mind Blast,"Frozen Stitched Horror #6161","In frozen wastes, this creation defies nature its screams shatter sanity.",Epic,"",2,2,7,1,1
6162,Mummy,Shoulder,Decay,Burning,"Ancient Guard #6162","In rotting wastelands, this guardian endures eternally while flames consume endlessly.",Common,"",7,8,2,8,8
6163,Goblin,Wine,Ragnarok,Poisoning,"Last Shadow Gremlin #6163","As the world ends, the goblin plots mischief leaving toxic death behind.",Common,"",1,5,8,5,5
6164,Vampire,Shield,Venom,Confusion,"Eternal Hunter #6164","In toxic mists, this nightwalker hunts eternally spreading fractured chaos.",Common,"",6,2,4,2,2
6165,Werewolf,Shoulder,Shadow,Brain Wash,"Beast Warrior #6165","In shadow's reach, the beast stalks with primal fury enslaving minds with madness.",Uncommon,"",0,8,9,9,9
6166,Zombie,Wine,Void,Lightning,"Void Shambling Dead #6166","At existence's edge, this corpse shambles onward beneath electric fury.",Uncommon,"",5,5,5,6,6
6167,Werewolf,Shield,Abyss,Meteor,"Moon Stalker #6167","From the endless void, the beast stalks with primal fury while heavens rain destruction.",Rare,"",0,2,1,3,3
6168,Dragon,Amulet,Inferno,Seizure,"Infernal Ancient Wyrm #6168","Within eternal flames, this terror hoards cursed treasures causing reality to convulse.",Rare,"",4,9,6,0,0
6169,Skeleton,Wine,Decay,Blizzard,"Hollow One #6169","In rotting wastelands, ancient bones clutch their relics as frozen winds tear reality.",Legendary,"",9,5,2,7,7
6170,Demon,Shield,Ragnarok,Bats,"Last Fiend Lord #6170","As the world ends, the infernal lord reigns commanding nightborn servants.",Common,"",3,2,8,4,4
6171,Succubus,Amulet,Corruption,Mind Blast,"Corrupted Soul Temptress #6171","Where reality breaks, the temptress ensnares souls its screams shatter sanity.",Common,"",8,9,3,1,1
6172,Frankenstein,Wine,Shadow,Burning,"Stitched Horror #6172","In shadow's reach, this creation defies nature while flames consume endlessly.",Common,"",2,5,9,8,8
6173,Mummy,Shield,Void,Poisoning,"Void Ancient Guard #6173","At existence's edge, this guardian endures eternally leaving toxic death behind.",Uncommon,"",7,2,5,5,5
6174,Frankenstein,Amulet,Bloodmoon,Confusion,"Crimson Stitched Horror #6174","Under the crimson gaze, this creation defies nature spreading fractured chaos.",Legendary,"",2,9,0,2,2
6175,Vampire,Wine,Inferno,Brain Wash,"Blood Sommelier","A refined predator who has transcended mere survival. This vampire has cultivated an exquisite palate for the finest vintages.",Epic,"Blood Sommelier",6,5,6,9,9
6176,Goblin,Shield,Decay,Lightning,"Tribal Guard #6176","In rotting wastelands, the goblin plots mischief beneath electric fury.",Epic,"",1,2,2,6,6
6177,Zombie,Amulet,Frost,Meteor,"Frozen Cursed Corpse #6177","In frozen wastes, the cursed corpse shambles onward while heavens rain destruction.",Common,"",5,9,7,3,3
6178,Werewolf,Scythe,Corruption,Seizure,"Corrupted Moon Stalker #6178","Where reality breaks, the beast stalks with primal fury causing reality to convulse.",Common,"",0,6,3,0,0
6179,Dragon,Shield,Shadow,Blizzard,"Scale Guardian #6179","In shadow's reach, this terror hoards cursed treasures as frozen winds tear reality.",Common,"",4,2,9,7,7
6180,Skeleton,Amulet,Venom,Bats,"Hollow One #6180","In toxic mists, ancient bones clutch their relics commanding nightborn servants.",Uncommon,"",9,9,4,4,4
6181,Dragon,Scythe,Bloodmoon,Mind Blast,"Crimson Ancient Wyrm #6181","Under the crimson gaze, this terror hoards cursed treasures its screams shatter sanity.",Uncommon,"",4,6,0,1,1
6182,Succubus,Shield,Inferno,Burning,"Eternal Flame","Fire that burns without fuel, consuming reality itself.",Rare,"Eternal Flame",8,2,6,8,8
6183,Demon,Amulet,Abyss,Poisoning,"Fiend Lord #6183","From the endless void, the infernal lord reigns leaving toxic death behind.",Rare,"",3,9,1,5,5
6184,Mummy,Scythe,Frost,Confusion,"Frozen Ancient Guard #6184","In frozen wastes, this guardian endures eternally spreading fractured chaos.",Epic,"",7,6,7,2,2
6185,Frankenstein,Shield,Corruption,Brain Wash,"Corrupted Stitched Horror #6185","Where reality breaks, this creation defies nature enslaving minds with madness.",Common,"",2,2,3,9,9
6186,Vampire,Amulet,Ragnarok,Lightning,"Last Eternal Hunter #6186","As the world ends, this nightwalker hunts eternally beneath electric fury.",Common,"",6,9,8,6,6
6187,Goblin,Scythe,Venom,Meteor,"Shadow Gremlin #6187","In toxic mists, the goblin plots mischief while heavens rain destruction.",Common,"",1,6,4,3,3
6188,Vampire,Poison,Bloodmoon,Seizure,"Crimson Eternal Hunter #6188","Under the crimson gaze, this nightwalker hunts eternally causing reality to convulse.",Uncommon,"",6,3,0,0,0
6189,Werewolf,Head,Void,Blizzard,"The Alpha's Trophy","What appears to be a simple crown is revealed as the severed head of the previous pack leader.",Rare,"The Alpha's Trophy",0,9,5,7,7
6190,Zombie,Scythe,Abyss,Bats,"Shambling Dead #6190","From the endless void, this corpse shambles onward commanding nightborn servants.",Rare,"",5,6,1,4,4
6191,Skeleton,Poison,Frost,Mind Blast,"Frozen Hollow One #6191","In frozen wastes, ancient bones clutch their relics its screams shatter sanity.",Rare,"",9,3,7,1,1
6192,Dragon,Amulet,Decay,Burning,"Ancient Wyrm #6192","In rotting wastelands, this terror hoards cursed treasures while flames consume endlessly.",Legendary,"",4,9,2,8,8
6193,Succubus,Scythe,Ragnarok,Poisoning,"Last Soul Temptress #6193","As the world ends, the temptress ensnares souls leaving toxic death behind.",Common,"",8,6,8,5,5
6194,Demon,Poison,Venom,Confusion,"Fiend Lord #6194","In toxic mists, the infernal lord reigns spreading fractured chaos.",Common,"",3,3,4,2,2
6195,Mummy,Amulet,Shadow,Brain Wash,"Ancient Guard #6195","In shadow's reach, this guardian endures eternally enslaving minds with madness.",Common,"",7,9,9,9,9
6196,Frankenstein,Scythe,Void,Lightning,"Void Stitched Horror #6196","At existence's edge, this creation defies nature beneath electric fury.",Uncommon,"",2,6,5,6,6
6197,Mummy,Poison,Abyss,Meteor,"Ancient Guard #6197","From the endless void, this guardian endures eternally while heavens rain destruction.",Uncommon,"",7,3,1,3,3
6198,Goblin,Crown,Frost,Seizure,"Frozen Shadow Gremlin #6198","In frozen wastes, the goblin plots mischief causing reality to convulse.",Rare,"",1,0,7,0,0
6199,Vampire,Scythe,Decay,Blizzard,"Eternal Hunter #6199","In rotting wastelands, this nightwalker hunts eternally as frozen winds tear reality.",Epic,"",6,6,2,7,7
6200,Werewolf,Poison,Ragnarok,Bats,"Last Moon Stalker #6200","As the world ends, the beast stalks with primal fury commanding nightborn servants.",Common,"",0,3,8,4,4
6201,Zombie,Crown,Venom,Mind Blast,"Shambling Dead #6201","In toxic mists, this corpse shambles onward its screams shatter sanity.",Common,"",5,0,4,1,1
6202,Skeleton,Scythe,Shadow,Burning,"Death's Herald","The original harbinger of doom. This skeletal reaper has collected souls since the dawn of mortality itself.",Uncommon,"Death's Herald",9,6,9,8,8
6203,Dragon,Poison,Void,Poisoning,"Void Ancient Wyrm #6203","At existence's edge, this terror hoards cursed treasures leaving toxic death behind.",Common,"",4,3,5,5,5
6204,Skeleton,Crown,Abyss,Confusion,"Hollow One #6204","From the endless void, ancient bones clutch their relics spreading fractured chaos.",Uncommon,"",9,0,1,2,2
6205,Demon,Scythe,Inferno,Brain Wash,"Infernal Fiend Lord #6205","Within eternal flames, the infernal lord reigns enslaving minds with madness.",Uncommon,"",3,6,6,9,9
6206,Succubus,Poison,Decay,Lightning,"Soul Temptress #6206","In rotting wastelands, the temptress ensnares souls beneath electric fury.",Rare,"",8,3,2,6,6
6207,Frankenstein,Crown,Ragnarok,Meteor,"Apocalypse Rain","The sky falls, bringing the end of all things.",Legendary,"Apocalypse Rain",2,0,8,3,3
6208,Mummy,Staff,Corruption,Seizure,"Corrupted Tomb Priest #6208","Where reality breaks, the pharaoh commands divinely causing reality to convulse.",Common,"",7,7,3,0,0
6209,Goblin,Poison,Shadow,Blizzard,"Shadow Gremlin #6209","In shadow's reach, the goblin plots mischief as frozen winds tear reality.",Common,"",1,3,9,7,7
6210,Vampire,Crown,Void,Bats,"Void Night King #6210","At existence's edge, the night king commands darkness commanding nightborn servants.",Common,"",6,0,5,4,4
6211,Goblin,Staff,Bloodmoon,Mind Blast,"Crimson Shadow Gremlin #6211","Under the crimson gaze, the goblin plots mischief its screams shatter sanity.",Uncommon,"",1,7,0,1,1
6212,Zombie,Poison,Inferno,Burning,"Eternal Flame","Fire that burns without fuel, consuming reality itself.",Rare,"Eternal Flame",5,3,6,8,8
6213,Werewolf,Crown,Decay,Poisoning,"Moon Stalker #6213","In rotting wastelands, the beast stalks with primal fury leaving toxic death behind.",Uncommon,"",0,0,2,5,5
6214,Dragon,Staff,Frost,Confusion,"Frozen Ancient Wyrm #6214","In frozen wastes, this terror hoards cursed treasures spreading fractured chaos.",Rare,"",4,7,7,2,2
6215,Skeleton,Poison,Corruption,Brain Wash,"Corrupted Hollow One #6215","Where reality breaks, ancient bones clutch their relics enslaving minds with madness.",Legendary,"",9,3,3,9,9
6216,Demon,Crown,Shadow,Lightning,"Fiend Lord #6216","In shadow's reach, the infernal lord reigns beneath electric fury.",Common,"",3,0,9,6,6
6217,Succubus,Staff,Venom,Meteor,"Dream Weaver #6217","In toxic mists, the temptress ensnares souls while heavens rain destruction.",Common,"",8,7,4,3,3
6218,Demon,Torch,Bloodmoon,Seizure,"Crimson Flame Bearer #6218","Under the crimson gaze, the hellspawn lights perdition's path causing reality to convulse.",Common,"",3,4,0,0,0
6219,Mummy,Crown,Inferno,Blizzard,"Infernal Ancient Guard #6219","Within eternal flames, this guardian endures eternally as frozen winds tear reality.",Uncommon,"",7,0,6,7,7
6220,Frankenstein,Staff,Abyss,Bats,"Stitched Horror #6220","From the endless void, this creation defies nature commanding nightborn servants.",Uncommon,"",2,7,1,4,4
6221,Vampire,Torch,Frost,Mind Blast,"Frozen Eternal Hunter #6221","In frozen wastes, this nightwalker hunts eternally its screams shatter sanity.",Rare,"",6,4,7,1,1
6222,Goblin,Crown,Corruption,Burning,"Corrupted Shadow Gremlin #6222","Where reality breaks, the goblin plots mischief while flames consume endlessly.",Epic,"",1,0,3,8,8
6223,Zombie,Staff,Ragnarok,Poisoning,"Last Shambling Dead #6223","As the world ends, this corpse shambles onward leaving toxic death behind.",Legendary,"",5,7,8,5,5
6224,Werewolf,Torch,Venom,Confusion,"Moon Stalker #6224","In toxic mists, the beast stalks with primal fury spreading fractured chaos.",Common,"",0,4,4,2,2
6225,Zombie,Crown,Bloodmoon,Brain Wash,"Crimson Shambling Dead #6225","Under the crimson gaze, this corpse shambles onward enslaving minds with madness.",Common,"",5,0,0,9,9
6226,Skeleton,Staff,Void,Lightning,"Void Hollow One #6226","At existence's edge, ancient bones clutch their relics beneath electric fury.",Common,"",9,7,5,6,6
6227,Dragon,Torch,Abyss,Meteor,"Ancient Wyrm #6227","From the endless void, this terror hoards cursed treasures while heavens rain destruction.",Uncommon,"",4,4,1,3,3
6228,Succubus,Sword,Frost,Seizure,"Frozen Soul Temptress #6228","In frozen wastes, the temptress ensnares souls causing reality to convulse.",Uncommon,"",8,1,7,0,0
6229,Demon,Staff,Decay,Blizzard,"Fiend Lord #6229","In rotting wastelands, the infernal lord reigns as frozen winds tear reality.",Rare,"",3,7,2,7,7
6230,Mummy,Torch,Ragnarok,Bats,"Last Ancient Guard #6230","As the world ends, this guardian endures eternally commanding nightborn servants.",Epic,"",7,4,8,4,4
6231,Frankenstein,Sword,Venom,Mind Blast,"Stitched Horror #6231","In toxic mists, this creation defies nature its screams shatter sanity.",Common,"",2,1,4,1,1
6232,Vampire,Staff,Shadow,Burning,"Eternal Hunter #6232","In shadow's reach, this nightwalker hunts eternally while flames consume endlessly.",Common,"",6,7,9,8,8
6233,Goblin,Torch,Void,Poisoning,"Void Shadow Gremlin #6233","At existence's edge, the goblin plots mischief leaving toxic death behind.",Common,"",1,4,5,5,5
6234,Vampire,Sword,Abyss,Confusion,"Eternal Hunter #6234","From the endless void, this nightwalker hunts eternally spreading fractured chaos.",Uncommon,"",6,1,1,2,2
6235,Werewolf,Staff,Inferno,Brain Wash,"Infernal Moon Stalker #6235","Within eternal flames, the beast stalks with primal fury enslaving minds with madness.",Uncommon,"",0,7,6,9,9
6236,Zombie,Torch,Decay,Lightning,"Shambling Dead #6236","In rotting wastelands, this corpse shambles onward beneath electric fury.",Uncommon,"",5,4,2,6,6
6237,Skeleton,Sword,Ragnarok,Meteor,"Apocalypse Rain","The sky falls, bringing the end of all things.",Epic,"Apocalypse Rain",9,1,8,3,3
